NP,Bacteria,ATCC(species),NP_Synthesis,Drug,Drug_dose (μg/disk),NP_concentration (μg/disk),NP size_min (nm),NP size_max (nm),NP size_avg (nm),shape,method,ZOI_drug (mm),ZOI_NP,ZOI_drug_NP,fold_increase_in_antibacterial_activity (%),Zeta_potential (mV),MDR,FIC,Effect,ChEBI ID,reference,doi,time (hr),Coat with antimicrobial peptide,combined MIC,peptide MIC,synergy index( Vantibiotic+AgNPs/(Vantibiotic + VAgNPs - Vantibiotic X VAgNPs).)
Ag,Escherichia coli,,chem_synthesis_reduction_by_D_maltose,penicillin G,,,4,10,8,spherical,MIC,32,6.3,32,,,R,2,I,,https://reader.elsevier.com/reader/sd/pii/S1090023315004414?token=52741D736E7B9FF4FAD4AC0F7FA9FE1E9D43C4224EFD493E71D844F61B2D3661E5172D58EEA944037F5AECF86CF9B588&originRegion=eu-west-1&originCreation=20221130093039,,,,,,
Ag,Actinobacillus pleuropneumoniae,,chem_synthesis_reduction_by_D_maltose,penicillin G,,,4,10,8,spherical,MIC,32,25,2,,,R,0.3,S,,https://reader.elsevier.com/reader/sd/pii/S1090023315004414?token=52741D736E7B9FF4FAD4AC0F7FA9FE1E9D43C4224EFD493E71D844F61B2D3661E5172D58EEA944037F5AECF86CF9B588&originRegion=eu-west-1&originCreation=20221130093039,,,,,,
Ag,Pasteurella Multocida,,chem_synthesis_reduction_by_D_maltose,penicillin G,,,4,10,8,spherical,MIC,0.03,100,0.03,,,,2,I,,https://reader.elsevier.com/reader/sd/pii/S1090023315004414?token=52741D736E7B9FF4FAD4AC0F7FA9FE1E9D43C4224EFD493E71D844F61B2D3661E5172D58EEA944037F5AECF86CF9B588&originRegion=eu-west-1&originCreation=20221130093039,,,,,,
Ag,Salmonella enterica,,chem_synthesis_reduction_by_D_maltose,penicillin G,,,15,30,28,spherical,MIC,2,25,1,,,,1.5,I,,https://reader.elsevier.com/reader/sd/pii/S1090023315004414?token=52741D736E7B9FF4FAD4AC0F7FA9FE1E9D43C4224EFD493E71D844F61B2D3661E5172D58EEA944037F5AECF86CF9B588&originRegion=eu-west-1&originCreation=20221130093039,,,,,,
Ag,Staphylococcus aureus,,chem_synthesis_reduction_by_D_maltose,penicillin G,,,15,30,28,spherical,MIC,1,50,0.5,,,,0.6,A,,https://reader.elsevier.com/reader/sd/pii/S1090023315004414?token=52741D736E7B9FF4FAD4AC0F7FA9FE1E9D43C4224EFD493E71D844F61B2D3661E5172D58EEA944037F5AECF86CF9B588&originRegion=eu-west-1&originCreation=20221130093039,,,,,,
Ag,Escherichia coli,,chem_synthesis_reduction_by_D_maltose,penicillin G,,,15,30,28,spherical,MIC,32,25,32,,,R,2,I,,https://reader.elsevier.com/reader/sd/pii/S1090023315004414?token=52741D736E7B9FF4FAD4AC0F7FA9FE1E9D43C4224EFD493E71D844F61B2D3661E5172D58EEA944037F5AECF86CF9B588&originRegion=eu-west-1&originCreation=20221130093039,,,,,,
Ag,Actinobacillus pleuropneumoniae,,chem_synthesis_reduction_by_D_maltose,penicillin G,,,15,30,28,spherical,MIC,32,50,8,,,R,0.6,A,,https://reader.elsevier.com/reader/sd/pii/S1090023315004414?token=52741D736E7B9FF4FAD4AC0F7FA9FE1E9D43C4224EFD493E71D844F61B2D3661E5172D58EEA944037F5AECF86CF9B588&originRegion=eu-west-1&originCreation=20221130093039,,,,,,
Ag,Pasteurella Multocida,,chem_synthesis_reduction_by_D_maltose,penicillin G,,,15,30,28,spherical,MIC,0.03,50,0.03,,,,2,I,,https://reader.elsevier.com/reader/sd/pii/S1090023315004414?token=52741D736E7B9FF4FAD4AC0F7FA9FE1E9D43C4224EFD493E71D844F61B2D3661E5172D58EEA944037F5AECF86CF9B588&originRegion=eu-west-1&originCreation=20221130093039,,,,,,
Ag,Salmonella enterica,,chem_synthesis_reduction_by_D_maltose,Gentamicin,,,4,10,8,spherical,MIC,1,12.5,0.25,,,,1.3,I,,https://reader.elsevier.com/reader/sd/pii/S1090023315004414?token=52741D736E7B9FF4FAD4AC0F7FA9FE1E9D43C4224EFD493E71D844F61B2D3661E5172D58EEA944037F5AECF86CF9B588&originRegion=eu-west-1&originCreation=20221130093039,,,,,,
Ag,Staphylococcus aureus,,chem_synthesis_reduction_by_D_maltose,Gentamicin,,,4,10,8,spherical,MIC,4,25,0.5,,,,0.5,S,,https://reader.elsevier.com/reader/sd/pii/S1090023315004414?token=52741D736E7B9FF4FAD4AC0F7FA9FE1E9D43C4224EFD493E71D844F61B2D3661E5172D58EEA944037F5AECF86CF9B588&originRegion=eu-west-1&originCreation=20221130093039,,,,,,
Ag,Escherichia coli,,chem_synthesis_reduction_by_D_maltose,Gentamicin,,,4,10,8,spherical,MIC,32,6.3,16,,,R,0.8,A,,https://reader.elsevier.com/reader/sd/pii/S1090023315004414?token=52741D736E7B9FF4FAD4AC0F7FA9FE1E9D43C4224EFD493E71D844F61B2D3661E5172D58EEA944037F5AECF86CF9B588&originRegion=eu-west-1&originCreation=20221130093039,,,,,,
Ag,Actinobacillus pleuropneumoniae,,chem_synthesis_reduction_by_D_maltose,Gentamicin,,,4,10,8,spherical,MIC,8,25,8,,,,2,I,,https://reader.elsevier.com/reader/sd/pii/S1090023315004414?token=52741D736E7B9FF4FAD4AC0F7FA9FE1E9D43C4224EFD493E71D844F61B2D3661E5172D58EEA944037F5AECF86CF9B588&originRegion=eu-west-1&originCreation=20221130093039,,,,,,
Ag,Pasteurella Multocida,,chem_synthesis_reduction_by_D_maltose,Gentamicin,,,4,10,8,spherical,MIC,8,100,2,,,,0.8,A,,https://reader.elsevier.com/reader/sd/pii/S1090023315004414?token=52741D736E7B9FF4FAD4AC0F7FA9FE1E9D43C4224EFD493E71D844F61B2D3661E5172D58EEA944037F5AECF86CF9B588&originRegion=eu-west-1&originCreation=20221130093039,,,,,,
Ag,Salmonella enterica,,chem_synthesis_reduction_by_D_maltose,Gentamicin,,,15,30,28,spherical,MIC,1,25,0.25,,,,0.8,A,,https://reader.elsevier.com/reader/sd/pii/S1090023315004414?token=52741D736E7B9FF4FAD4AC0F7FA9FE1E9D43C4224EFD493E71D844F61B2D3661E5172D58EEA944037F5AECF86CF9B588&originRegion=eu-west-1&originCreation=20221130093039,,,,,,
Ag,Staphylococcus aureus,,chem_synthesis_reduction_by_D_maltose,Gentamicin,,,15,30,28,spherical,MIC,4,50,0.25,,,,0.4,S,,https://reader.elsevier.com/reader/sd/pii/S1090023315004414?token=52741D736E7B9FF4FAD4AC0F7FA9FE1E9D43C4224EFD493E71D844F61B2D3661E5172D58EEA944037F5AECF86CF9B588&originRegion=eu-west-1&originCreation=20221130093039,,,,,,
Ag,Escherichia coli,,chem_synthesis_reduction_by_D_maltose,Gentamicin,,,15,30,28,spherical,MIC,32,25,8,,,,0.4,S,,https://reader.elsevier.com/reader/sd/pii/S1090023315004414?token=52741D736E7B9FF4FAD4AC0F7FA9FE1E9D43C4224EFD493E71D844F61B2D3661E5172D58EEA944037F5AECF86CF9B588&originRegion=eu-west-1&originCreation=20221130093039,,,,,,
Ag,Actinobacillus pleuropneumoniae,,chem_synthesis_reduction_by_D_maltose,Gentamicin,,,15,30,28,spherical,MIC,8,50,0.25,,,R,0.5,S,,https://reader.elsevier.com/reader/sd/pii/S1090023315004414?token=52741D736E7B9FF4FAD4AC0F7FA9FE1E9D43C4224EFD493E71D844F61B2D3661E5172D58EEA944037F5AECF86CF9B588&originRegion=eu-west-1&originCreation=20221130093039,,,,,,
Ag,Pasteurella Multocida,,chem_synthesis_reduction_by_D_maltose,Gentamicin,,,15,30,28,spherical,MIC,8,50,2,,,,0.8,A,,https://reader.elsevier.com/reader/sd/pii/S1090023315004414?token=52741D736E7B9FF4FAD4AC0F7FA9FE1E9D43C4224EFD493E71D844F61B2D3661E5172D58EEA944037F5AECF86CF9B588&originRegion=eu-west-1&originCreation=20221130093039,,,,,,
Ag,Salmonella enterica,,chem_synthesis_reduction_by_D_maltose,Colistin,,,4,10,8,spherical,MIC,4,12.5,2,,,,1,A,,https://reader.elsevier.com/reader/sd/pii/S1090023315004414?token=52741D736E7B9FF4FAD4AC0F7FA9FE1E9D43C4224EFD493E71D844F61B2D3661E5172D58EEA944037F5AECF86CF9B588&originRegion=eu-west-1&originCreation=20221130093039,,,,,,
Ag,Escherichia coli,,chem_synthesis_reduction_by_D_maltose,Colistin,,,4,10,8,spherical,MIC,8,6.3,2,,,,0.5,S,,https://reader.elsevier.com/reader/sd/pii/S1090023315004414?token=52741D736E7B9FF4FAD4AC0F7FA9FE1E9D43C4224EFD493E71D844F61B2D3661E5172D58EEA944037F5AECF86CF9B588&originRegion=eu-west-1&originCreation=20221130093039,,,,,,
Ag,Actinobacillus pleuropneumoniae,,chem_synthesis_reduction_by_D_maltose,Colistin,,,4,10,8,spherical,MIC,8,25,8,,,,2,I,,https://reader.elsevier.com/reader/sd/pii/S1090023315004414?token=52741D736E7B9FF4FAD4AC0F7FA9FE1E9D43C4224EFD493E71D844F61B2D3661E5172D58EEA944037F5AECF86CF9B588&originRegion=eu-west-1&originCreation=20221130093039,,,,,,
Ag,Pasteurella Multocida,,chem_synthesis_reduction_by_D_maltose,Colistin,,,4,10,8,spherical,MIC,8,100,1,,,,0.6,A,,https://reader.elsevier.com/reader/sd/pii/S1090023315004414?token=52741D736E7B9FF4FAD4AC0F7FA9FE1E9D43C4224EFD493E71D844F61B2D3661E5172D58EEA944037F5AECF86CF9B588&originRegion=eu-west-1&originCreation=20221130093039,,,,,,
Ag,Salmonella enterica,,chem_synthesis_reduction_by_D_maltose,Colistin,,,15,30,28,spherical,MIC,4,25,2,,,,1,A,,https://reader.elsevier.com/reader/sd/pii/S1090023315004414?token=52741D736E7B9FF4FAD4AC0F7FA9FE1E9D43C4224EFD493E71D844F61B2D3661E5172D58EEA944037F5AECF86CF9B588&originRegion=eu-west-1&originCreation=20221130093039,,,,,,
Ag,Escherichia coli,,chem_synthesis_reduction_by_D_maltose,Colistin,,,15,30,28,spherical,MIC,8,25,2,,,,0.8,A,,https://reader.elsevier.com/reader/sd/pii/S1090023315004414?token=52741D736E7B9FF4FAD4AC0F7FA9FE1E9D43C4224EFD493E71D844F61B2D3661E5172D58EEA944037F5AECF86CF9B588&originRegion=eu-west-1&originCreation=20221130093039,,,,,,
Ag,Actinobacillus pleuropneumoniae,,chem_synthesis_reduction_by_D_maltose,Colistin,,,15,30,28,spherical,MIC,8,50,2,,,,0.8,A,,https://reader.elsevier.com/reader/sd/pii/S1090023315004414?token=52741D736E7B9FF4FAD4AC0F7FA9FE1E9D43C4224EFD493E71D844F61B2D3661E5172D58EEA944037F5AECF86CF9B588&originRegion=eu-west-1&originCreation=20221130093039,,,,,,
Ag,Pasteurella Multocida,,chem_synthesis_reduction_by_D_maltose,Colistin,,,15,30,28,spherical,MIC,8,50,1,,,,0.6,A,,https://reader.elsevier.com/reader/sd/pii/S1090023315004414?token=52741D736E7B9FF4FAD4AC0F7FA9FE1E9D43C4224EFD493E71D844F61B2D3661E5172D58EEA944037F5AECF86CF9B588&originRegion=eu-west-1&originCreation=20221130093039,,,,,,
Ag,Enterococcus faecium,19434,chem_synthesis,Ampicillin,,,,,3,spherical,MIC,2,0.25,,,,,0.375,S,,https://www.microbiologyresearch.org/content/journal/jmm/10.1099/jmm.0.047100-0,10.1099/jmm.0.047100-0,,,,,
Ag,Staphylococcus aureus,25923,chem_synthesis,Ampicillin,,,,,3,spherical,MIC,4,0.5,,,,,0.5,PS,,https://www.microbiologyresearch.org/content/journal/jmm/10.1099/jmm.0.047100-0,,,,,,
Ag,Streptococcus mutans,3065,chem_synthesis,Ampicillin,,,,,3,spherical,MIC,2,2,,,,,0.375,S,,https://www.microbiologyresearch.org/content/journal/jmm/10.1099/jmm.0.047100-0,,,,,,
Ag,Escherichia coli O157,43895,chem_synthesis,Ampicillin,,,,,3,spherical,MIC,4,0.5,,,,,0.5,PS,,https://www.microbiologyresearch.org/content/journal/jmm/10.1099/jmm.0.047100-0,,,,,,
Ag,Escherichia coli,25922,chem_synthesis,Ampicillin,,,,,3,spherical,MIC,8,2,,,,,0.375,S,,https://www.microbiologyresearch.org/content/journal/jmm/10.1099/jmm.0.047100-0,,,,,,
Ag,Pseudomonas aeruginosa,27853,chem_synthesis,Ampicillin,,,,,3,spherical,MIC,2,0.5,,,,,0.5,PS,,https://www.microbiologyresearch.org/content/journal/jmm/10.1099/jmm.0.047100-0,,,,,,
Ag,Enterococcus faecium,19434,chem_synthesis,Chloramphenicol,,,,,3,spherical,MIC,4,0.25,,,,,0.375,S,,https://www.microbiologyresearch.org/content/journal/jmm/10.1099/jmm.0.047100-0,,,,,,
Ag,Staphylococcus aureus,25923,chem_synthesis,Chloramphenicol,,,,,3,spherical,MIC,2,0.5,,,,,0.75,PS,,https://www.microbiologyresearch.org/content/journal/jmm/10.1099/jmm.0.047100-0,,,,,,
Ag,Streptococcus mutans,3065,chem_synthesis,Chloramphenicol,,,,,3,spherical,MIC,4,2,,,,,0.5,PS,,https://www.microbiologyresearch.org/content/journal/jmm/10.1099/jmm.0.047100-0,,,,,,
Ag,Escherichia coli,43895,chem_synthesis,Chloramphenicol,,,,,3,spherical,MIC,2,0.5,,,,,0.5,PS,,https://www.microbiologyresearch.org/content/journal/jmm/10.1099/jmm.0.047100-0,,,,,,
Ag,Escherichia coli O157,25922,chem_synthesis,Chloramphenicol,,,,,3,spherical,MIC,4,2,,,,,0.5,PS,,https://www.microbiologyresearch.org/content/journal/jmm/10.1099/jmm.0.047100-0,,,,,,
Ag,Pseudomonas aeruginosa,27853,chem_synthesis,Chloramphenicol,,,,,3,spherical,MIC,1,0.5,,,,,0.375,S,,https://www.microbiologyresearch.org/content/journal/jmm/10.1099/jmm.0.047100-0,,,,,,
Ag,Enterococcus faecium,19434,chem_synthesis,Kanamycin,,,,,3,spherical,MIC,2,0.25,,,,,0.75,PS,,https://www.microbiologyresearch.org/content/journal/jmm/10.1099/jmm.0.047100-0,,,,,,
Ag,Staphylococcus aureus,25923,chem_synthesis,Kanamycin,,,,,3,spherical,MIC,4,0.5,,,,,0.375,S,,https://www.microbiologyresearch.org/content/journal/jmm/10.1099/jmm.0.047100-0,,,,,,
Ag,Streptococcus mutans,3065,chem_synthesis,Kanamycin,,,,,3,spherical,MIC,4,2,,,,,0.375,S,,https://www.microbiologyresearch.org/content/journal/jmm/10.1099/jmm.0.047100-0,,,,,,
Ag,Escherichia coli,43895,chem_synthesis,Kanamycin,,,,,3,spherical,MIC,4,0.5,,,,,0.5,PS,,https://www.microbiologyresearch.org/content/journal/jmm/10.1099/jmm.0.047100-0,,,,,,
Ag,Escherichia coli O157,25922,chem_synthesis,Kanamycin,,,,,3,spherical,MIC,4,2,,,,,0.375,S,,https://www.microbiologyresearch.org/content/journal/jmm/10.1099/jmm.0.047100-0,,,,,,
Ag,Pseudomonas aeruginosa,27853,chem_synthesis,Kanamycin,,,,,3,spherical,MIC,2,0.5,,,,,0.375,S,,https://www.microbiologyresearch.org/content/journal/jmm/10.1099/jmm.0.047100-0,,,,,,
Ag,Staphylococcus aureus,,green_synthesis by Klebsiella pneumoniae,penicillin G,10,10,5,32,22.5,spherical,disc_diffusion,0,,12,1.938,,,,,,https://www.sciencedirect.com/science/article/abs/pii/S1549963407000469,10.1016/j.nano.2007.02.001,,,,,
Ag,Staphylococcus aureus,,green_synthesis by Klebsiella pneumoniae,Amoxicillin,10,10,5,32,22.5,spherical,disc_diffusion,7.5,,14,2.484,,,,,,https://www.sciencedirect.com/science/article/abs/pii/S1549963407000469,,,,,,
Ag,Staphylococcus aureus,,green_synthesis by Klebsiella pneumoniae,Carbenicillin,100,10,5,32,22.5,spherical,disc_diffusion,28,,28,0,,,,,,https://www.sciencedirect.com/science/article/abs/pii/S1549963407000469,,,,,,
Ag,Staphylococcus aureus,,green_synthesis by Klebsiella pneumoniae,Cephalexin,30,10,5,32,22.5,spherical,disc_diffusion,16,,16,0,,,,,,https://www.sciencedirect.com/science/article/abs/pii/S1549963407000469,,,,,,
Ag,Staphylococcus aureus,,green_synthesis by Klebsiella pneumoniae,Cefixime,5,10,5,32,22.5,spherical,disc_diffusion,29,,29,0,,,,,,https://www.sciencedirect.com/science/article/abs/pii/S1549963407000469,,,,,,
Ag,Staphylococcus aureus,,green_synthesis by Klebsiella pneumoniae,Erythromycin,5,10,5,32,22.5,spherical,disc_diffusion,10,,14,0.96,,,,,,https://www.sciencedirect.com/science/article/abs/pii/S1549963407000469,,,,,,
Ag,Staphylococcus aureus,,green_synthesis by Klebsiella pneumoniae,Gentamicin,10,10,5,32,22.5,spherical,disc_diffusion,25,,25,0,,,,,,https://www.sciencedirect.com/science/article/abs/pii/S1549963407000469,,,,,,
Ag,Staphylococcus aureus,,green_synthesis by Klebsiella pneumoniae,Amikacin,30,10,5,32,22.5,spherical,disc_diffusion,23,,23,0,,,,,,https://www.sciencedirect.com/science/article/abs/pii/S1549963407000469,,,,,,
Ag,Staphylococcus aureus,,green_synthesis by Klebsiella pneumoniae,Tetracycline,25,10,5,32,22.5,spherical,disc_diffusion,25,,25,0,,,,,,https://www.sciencedirect.com/science/article/abs/pii/S1549963407000469,,,,,,
Ag,Staphylococcus aureus,,green_synthesis by Klebsiella pneumoniae,Co-trimoxazole,2,10,5,32,22.5,spherical,disc_diffusion,36,,36,0,,,,,,https://www.sciencedirect.com/science/article/abs/pii/S1549963407000469,,,,,,
Ag,Staphylococcus aureus,,green_synthesis by Klebsiella pneumoniae,Clindamycin,300,10,5,32,22.5,spherical,disc_diffusion,0,,9,0.653,,,,,,https://www.sciencedirect.com/science/article/abs/pii/S1549963407000469,,,,,,
Ag,Staphylococcus aureus,,green_synthesis by Klebsiella pneumoniae,Nitrofurantoin,300,10,5,32,22.5,spherical,disc_diffusion,25,,25,0,,,,,,https://www.sciencedirect.com/science/article/abs/pii/S1549963407000469,,,,,,
Ag,Staphylococcus aureus,,green_synthesis by Klebsiella pneumoniae,Nalidixic acid,30,10,5,32,22.5,spherical,disc_diffusion,25,,25,0,,,,,,https://www.sciencedirect.com/science/article/abs/pii/S1549963407000469,,,,,,
Ag,Staphylococcus aureus,,green_synthesis by Klebsiella pneumoniae,Vancomycin,30,10,5,32,22.5,spherical,disc_diffusion,0,,13,2.45,,,,,,https://www.sciencedirect.com/science/article/abs/pii/S1549963407000469,,,,,,
Ag,Escherichia coli,,green_synthesis by Klebsiella pneumoniae,penicillin G,10,10,5,32,22.5,spherical,disc_diffusion,8,,12,1.25,,,,,,https://www.sciencedirect.com/science/article/abs/pii/S1549963407000469,,,,,,
Ag,Escherichia coli,,green_synthesis by Klebsiella pneumoniae,Amoxicillin,10,10,5,32,22.5,spherical,disc_diffusion,10,,12,0.44,,,,,,https://www.sciencedirect.com/science/article/abs/pii/S1549963407000469,,,,,,
Ag,Escherichia coli,,green_synthesis by Klebsiella pneumoniae,Carbenicillin,100,10,5,32,22.5,spherical,disc_diffusion,26,,26,0,,,,,,https://www.sciencedirect.com/science/article/abs/pii/S1549963407000469,,,,,,
Ag,Escherichia coli,,green_synthesis by Klebsiella pneumoniae,Cephalexin,30,10,5,32,22.5,spherical,disc_diffusion,15,,15,0,,,,,,https://www.sciencedirect.com/science/article/abs/pii/S1549963407000469,,,,,,
Ag,Escherichia coli,,green_synthesis by Klebsiella pneumoniae,Cefixime,5,10,5,32,22.5,spherical,disc_diffusion,28,,28,0,,,,,,https://www.sciencedirect.com/science/article/abs/pii/S1549963407000469,,,,,,
Ag,Escherichia coli,,green_synthesis by Klebsiella pneumoniae,Erythromycin,5,10,5,32,22.5,spherical,disc_diffusion,8,,12,1.25,,,,,,https://www.sciencedirect.com/science/article/abs/pii/S1549963407000469,,,,,,
Ag,Escherichia coli,,green_synthesis by Klebsiella pneumoniae,Gentamicin,10,10,5,32,22.5,spherical,disc_diffusion,24,,24,0,,,,,,https://www.sciencedirect.com/science/article/abs/pii/S1549963407000469,,,,,,
Ag,Escherichia coli,,green_synthesis by Klebsiella pneumoniae,Amikacin,30,10,5,32,22.5,spherical,disc_diffusion,27,,27,0,,,,,,https://www.sciencedirect.com/science/article/abs/pii/S1549963407000469,,,,,,
Ag,Escherichia coli,,green_synthesis by Klebsiella pneumoniae,Tetracycline,25,10,5,32,22.5,spherical,disc_diffusion,25,,25,0,,,,,,https://www.sciencedirect.com/science/article/abs/pii/S1549963407000469,,,,,,
Ag,Escherichia coli,,green_synthesis by Klebsiella pneumoniae,Co-trimoxazole,2,10,5,32,22.5,spherical,disc_diffusion,37,,37,0,,,,,,https://www.sciencedirect.com/science/article/abs/pii/S1549963407000469,,,,,,
Ag,Escherichia coli,,green_synthesis by Klebsiella pneumoniae,Clindamycin,300,10,5,32,22.5,spherical,disc_diffusion,0,,9,0.653,,,,,,https://www.sciencedirect.com/science/article/abs/pii/S1549963407000469,,,,,,
Ag,Escherichia coli,,green_synthesis by Klebsiella pneumoniae,Nitrofurantoin,300,10,5,32,22.5,spherical,disc_diffusion,23,,23,0,,,,,,https://www.sciencedirect.com/science/article/abs/pii/S1549963407000469,,,,,,
Ag,Escherichia coli,,green_synthesis by Klebsiella pneumoniae,Nalidixic acid,30,10,5,32,22.5,spherical,disc_diffusion,25,,25,0,,,,,,https://www.sciencedirect.com/science/article/abs/pii/S1549963407000469,,,,,,
Ag,Escherichia coli,,green_synthesis by Klebsiella pneumoniae,Vancomycin,30,10,5,32,22.5,spherical,disc_diffusion,0,,10,1.04,,,,,,https://www.sciencedirect.com/science/article/abs/pii/S1549963407000469,,,,,,
Ag,Acinetobacter baumannii,,green_synthesis using Dioscorea bulbifera tuber extract ,,0,1000,8,20,13.5,nanorods and triangles,disc_diffusion,,13,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,10.2147/IJN.S24793,,,,,
Ag,Acinetobacter baumannii,,green_synthesis using Dioscorea bulbifera tuber extract ,,0,500,8,20,13.5,nanorods and triangles,disc_diffusion,,12,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,,,,,,
Ag,Acinetobacter baumannii,,green_synthesis using Dioscorea bulbifera tuber extract ,,0,300,8,20,13.5,nanorods and triangles,disc_diffusion,,11,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,,,,,,
Ag,Acinetobacter baumannii,,green_synthesis using Dioscorea bulbifera tuber extract ,,0,100,8,20,13.5,nanorods and triangles,disc_diffusion,,10,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,,,,,,
Ag,Acinetobacter baumannii,,green_synthesis using Dioscorea bulbifera tuber extract ,,0,50,8,20,13.5,nanorods and triangles,disc_diffusion,,8,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,,,,,,
Ag,Acinetobacter baumannii,,green_synthesis using Dioscorea bulbifera tuber extract ,,0,30,8,20,13.5,nanorods and triangles,disc_diffusion,,0,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,,,,,,
Ag,Acinetobacter baumannii,,green_synthesis using Dioscorea bulbifera tuber extract ,,0,20,8,20,13.5,nanorods and triangles,disc_diffusion,,0,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,,,,,,
Ag,Acinetobacter baumannii,,green_synthesis using Dioscorea bulbifera tuber extract ,,0,10,8,20,13.5,nanorods and triangles,disc_diffusion,,0,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,,,,,,
Ag,Enterobacter cloacae,,green_synthesis using Dioscorea bulbifera tuber extract ,,0,1000,8,20,13.5,nanorods and triangles,disc_diffusion,,12,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,,,,,,
Ag,Enterobacter cloacae,,green_synthesis using Dioscorea bulbifera tuber extract ,,0,500,8,20,13.5,nanorods and triangles,disc_diffusion,,10,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,,,,,,
Ag,Enterobacter cloacae,,green_synthesis using Dioscorea bulbifera tuber extract ,,0,300,8,20,13.5,nanorods and triangles,disc_diffusion,,8,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,,,,,,
Ag,Enterobacter cloacae,,green_synthesis using Dioscorea bulbifera tuber extract ,,0,100,8,20,13.5,nanorods and triangles,disc_diffusion,,0,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,,,,,,
Ag,Enterobacter cloacae,,green_synthesis using Dioscorea bulbifera tuber extract ,,0,50,8,20,13.5,nanorods and triangles,disc_diffusion,,0,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,,,,,,
Ag,Enterobacter cloacae,,green_synthesis using Dioscorea bulbifera tuber extract ,,0,30,8,20,13.5,nanorods and triangles,disc_diffusion,,0,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,,,,,,
Ag,Enterobacter cloacae,,green_synthesis using Dioscorea bulbifera tuber extract ,,0,20,8,20,13.5,nanorods and triangles,disc_diffusion,,0,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,,,,,,
